Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,InvestmentType,Amount in USD,Year
669,2015-01-01,ezetap,technology,mpos solutions provider,bengaluru,"js capital management, social capital, horizons ventures,",private equity,16000000.0,2015
670,2015-01-01,ink monk,consumer internet,online printing marketplace,chennai,"vamm ventures, raksul, dena",seed funding,750000.0,2015
671,2015-01-01,medinfi,consumer internet,online doctor discovery platform,bengaluru,"pbs srinivas, vinod martin,",seed funding,125000.0,2015
672,2015-01-01,mobikon,technology,restaurant & hotel crm platform,pune,"sistema asia fund, c31 ventures, qualgro.",private equity,7000000.0,2015
673,2015-01-01,curefit,consumer internet,end to end health and wellness platform.,bengaluru,"accel partners, idg ventures, kalaari capital,\\xc2\\xa0 uc-rnt fund",private equity,25000000.0,2015
674,2015-01-01,doxper,technology,healthtech iot platform,mumbai,"idal health, growx ventures, capier investments, globevestor & others",seed funding,750000.0,2015
675,2015-01-01,fieldassist,technology,saas based sales force automation services,gurugram,small industries development bank of india (sidbi),debt funding,1725000.0,2015
676,2015-01-01,treebo,consumer internet,budget hotel aggregator platform,bengaluru,"ward ferry management and karst peak capital,",private equity,34000000.0,2015
677,2015-01-01,medgenome,technology,genomics research and diagnostics solutions,bengaluru,"sequoia india, sofina s.a., zodius capital, kris gopalakrishnan, lakshmi narayanan,",private equity,30000000.0,2015
678,2017-01-07,billion loans,consumer internet,peer to peer lending platform,bengaluru,reliance corporate advisory services ltd,seed funding,1000000.0,2017
679,2017-03-07,ecolibriumenergy,technology,energy management solutions provider,ahmedabad,"infuse ventures, jll",private equity,2600000.0,2017
680,2017-04-07,droom,ecommerce,online marketplace for automobiles,gurugram,"asset management (asia) ltd, digital garage inc",private equity,20000000.0,2017
681,2017-05-07,jumbotail,ecommerce,online marketplace for food and grocery,bengaluru,"kalaari capital, nexus india capital advisors",private equity,8500000.0,2017
682,2017-05-07,moglix,ecommerce,b2b marketplace for industrial products,new delhi,"international finance corporation, rocketship, accel partners, jungle ventures, shailesh rao, venture highway",private equity,12000000.0,2017
683,2017-05-07,timesaverz,consumer internet,hyperlocal home services provider,mumbai,bccl,private equity,1000000.0,2017
684,2017-06-07,minjar,technology,cloud solutions provider,bengaluru,"blume ventures, contrarian capital india partners, emergent ventures india, pallav nadhani, ashish gupta, sharad sharma, sirion labs",seed funding,1725000.0,2017
685,2017-06-07,mycity4kids,consumer internet,parenting blog and kids\\xe2\\x80\\x99 events discovery platform,gurugram,Undisclosed,seed funding,1725000.0,2017
686,2017-07-07,clip app,consumer internet,digital media video platform,bengaluru,"india quotient, shunwei capital",seed funding,1000000.0,2017
687,2017-07-07,upwardly.in,consumer internet,mf investment platform,bengaluru,"sreeram iyer, suvo sarkar, anita gupta, likemind ventures",seed funding,1725000.0,2017
688,2017-10-07,autorox.co,technology,workshop management software platform,hyderabad,mitsui & co.,private equity,3000000.0,2017
689,2017-11-07,fabogo,consumer internet,salon & spa aggregation & discovery platform,pune,dunamis ventures pte ltd,private equity,2250000.0,2017
690,2017-11-07,flickstree,consumer internet,video content discovery platform,mumbai,"venture catalysts, sourav ganguly, ankit aditya, moksh sports ventures",seed funding,464000.0,2017
691,2017-11-07,design cafe,consumer internet,online interior design platform,bengaluru,"fireside ventures, apurva salarpuria, sidharth pansari, sprout capital",seed funding,1725000.0,2017
692,2017-12-07,innoviti,technology,digital payments solutions,bengaluru,"sbi-fmo fund, bessemer venture partners, catamaran ventures",private equity,18500000.0,2017
693,2017-12-07,vdeliver,logistics,door step delivery platform,hyderabad,"corvus ventures, mape advisory group",private equity,1725000.0,2017
694,2017-12-07,bottr.me,technology,chatbot creation tool,bengaluru,"500 startups, purvi capital, rajan anandan, abhishek gupta",seed funding,1725000.0,2017
695,2017-12-07,arcatron,technology,next gen mobility device manufacturer,pune,indian angel network,seed funding,1725000.0,2017
696,2015-01-01,qwikspec,technology,construction site operations and analytics platform,bengaluru,"brigade innovations llp, tv mohandas pai, suhail rahman, bobby reddy, m george oommen",seed funding,540000.0,2015
697,2015-01-01,chumbak,ecommerce,designer consumer products marketplace,bengaluru,blacksoil capital pvt. ltd,private equity,1700000.0,2015
698,2015-01-01,increff,technology,sales solutions for fashion brands,bengaluru,"sequoia capital, grey orange, rajesh ramaiah, anshuman das, rishi das",seed funding,2000000.0,2015
699,2015-01-01,vayana,technology,enterprise banking solutions,pune,"idg ventures india advisors, jungle ventures",private equity,4000000.0,2015
700,2015-01-01,mobiquest,technology,mobile services & solutions,new delhi,one97 communication ltd,private equity,1725000.0,2015
701,2015-01-01,ambee,consumer internet,ambulance aggregation services,hyderabad,"uber technologies inc, amaya capital llp",seed funding,1725000.0,2015
702,2015-01-01,ideal insurance,consumer internet,online insurance platform,kolkata,xelpmoc,seed funding,1725000.0,2015
703,2015-01-01,hypernova interactive,technology,mobile games creator,bengaluru,kae capital,seed funding,1725000.0,2015
704,2015-01-01,rentomojo,consumer internet,consumer leasing platform,bengaluru,"ain capital ventures, renaud laplanche",private equity,10000000.0,2015
705,2015-01-01,aircto,consumer internet,ai powered recruitment platform,bengaluru,francesco cara,seed funding,1725000.0,2015
706,2015-01-01,playablo,technology,gamified learning app,bengaluru,abi-showatech (india) ltd,seed funding,600000.0,2015
707,2015-01-01,trupay,technology,online payments platform,gurugram,"kae capital, m&s partners,",seed funding,700000.0,2015
708,2015-01-01,brick2wall,ecommerce,online marketplace for construction material,gurugram,"subramani somasundaram, sundeep sahni, mayank mittal & others",seed funding,200000.0,2015
709,2015-01-01,fablestreet,ecommerce,women work wear etailer,new delhi,"harmeet bajaj, pameela p, fusiontech ventures & others",seed funding,1725000.0,2015
710,2015-01-01,monsoon fintech,technology,machine learning access platform,new delhi,"sunil kalra, aditya singh, rishi srivastava, rajan anandan",seed funding,1725000.0,2015
711,2015-01-01,monkeybox,consumer internet,healthy food delivery platform,bengaluru,"blume ventures, nb ventures, nspira",seed funding,1725000.0,2015
712,2015-01-01,noticeboard,consumer internet,mobile-first enterprise communication platform,bengaluru,"stellaris venture partners,",private equity,1200000.0,2015
713,2015-01-01,byju\\xe2\\x80\\x99s,consumer internet,mobile learning app,bengaluru,tencent holdings,private equity,35000000.0,2015
714,2015-01-01,creator\\xe2\\x80\\x99s gurukul,others,co-working space provider,new delhi,yuvraj singh,seed funding,1725000.0,2015
715,2015-01-01,fab hotels,consumer internet,budget hotels brand & aggregator platform,new delhi,goldman sachs,private equity,25000000.0,2015
716,2015-01-01,thinkerbell,consumer internet,assisted learning startup,bengaluru,"indian angel network, anand mahindra",seed funding,200000.0,2015
717,2015-01-01,1mg,ecommerce,online pharmacy,gurugram,"hbm healthcare investments, maverick capital ventures, sequoia india, omidyar network and kae capital",private equity,15000000.0,2015
718,2015-01-01,jhakaas,consumer internet,app-based aggregator of offline businesses,mumbai,amen dhyllon,seed funding,1725000.0,2015
719,2015-01-01,bigstylist,consumer internet,beauty services marketplace,mumbai,info edge (india) ltd,private equity,1250000.0,2015
720,2015-01-01,gympik.com,consumer internet,online marketplace for discovering fitness centres,bengaluru,roundglass partners,seed funding,1725000.0,2015
721,2017-01-06,tripeur,technology,mobile based travel erp platform,bengaluru,"grace grace techno ventures llp, rajul garg & other undisclosed investors",seed funding,1725000.0,2017
722,2017-02-06,rentongo,ecommerce,"online marketplace for renting bikes, electronics & appliances",bengaluru,tvs motor company,seed funding,234000.0,2017
723,2017-05-06,goomo,consumer internet,online travel & holiday booking platform,mumbai,emerging india,private equity,50000000.0,2017
724,2017-05-06,maxmywealth,consumer internet,online wealth management & savings platform,mumbai,"lockchain ecosystem global advisors, horseferry",private equity,1725000.0,2017
725,2017-06-06,spinny,ecommerce,online used car marketplace,gurugram,"blume ventures, indian angel network, kunal shah, sandeep tandon",private equity,1000000.0,2017
726,2017-06-06,healthbuds,consumer internet,healthcare discovery & booking platform,kolkata,"arun patodia, bharat kedia",seed funding,1725000.0,2017
727,2017-06-06,ftcash,consumer internet,mobile payments platform,mumbai,"500 startups, ivycap ventures",private equity,1725000.0,2017
728,2017-06-06,bhive workspace,consumer internet,co-working spaces,bengaluru,blume ventures,private equity,1200000.0,2017
729,2017-06-06,wayforward,consumer internet,mobile app for mental health,new delhi,"harsh mahajan, farhan naqvi, sreepathy viswanathan",seed funding,1000000.0,2017
730,2017-06-06,gyandhan,consumer internet,education marketplace,new delhi,sundaram finance holdings,private equity,1725000.0,2017
731,2017-06-06,hungry foal,consumer internet,for profit social venture,gurugram,sbi (stand up india scheme),private equity,1725000.0,2017
732,2017-07-06,ziploan,consumer internet,online lending platform,new delhi,waterbridge ventures,seed funding,650000.0,2017
733,2017-07-06,growfitter,consumer internet,health and fitness discovery platform,mumbai,sque capital,seed funding,600000.0,2017
734,2017-08-06,stratfit,consumer internet,health coaching programs,hyderabad,bodhtree consulting limited,seed funding,232000.0,2017
735,2017-08-06,multiplier solutions,technology,crm software for healthcare space,hyderabad,norwest venture partners,private equity,1500000.0,2017
736,2017-08-06,abi health,technology,unified digital health platform,bengaluru,norwest venture partners,private equity,1500000.0,2017
737,2017-08-06,stockal,consumer internet,app-based investment advisory services,bengaluru,"mohan alexander, r. natarajan, vikrant varshney, amit sinha",seed funding,350000.0,2017
738,2017-09-06,guidoo,consumer internet,travel & adventure planning platform,mumbai,"pawan borle, nirmal singh, manish prasad, vineet varma, nick haulkoury, abhai s. rao",seed funding,300000.0,2017
739,2017-09-06,esahai.in,consumer internet,ambulance aggregator and medical taxi provider,hyderabad,"dr ramesh ayyala, satya muthyala",seed funding,250000.0,2017
740,2017-12-06,loanmeet,consumer internet,online peer-to-peer lending platform,bengaluru,"cao yibin, huang wei, madhusudan e,",seed funding,1725000.0,2017
741,2017-12-06,lendingkart,consumer internet,online lending platform,ahmedabad,yes bank,debt funding,7800000.0,2017
742,2017-12-06,boxx.ai,technology,artificial intelligence,bengaluru,"unicorn india ventures, venky krishnakumar, suresh shankar, vivek bhargava",private equity,500000.0,2017
743,2017-12-06,peesafe.in,healthcare,hygiene care product manufacturer,new delhi,"venture catalysts, alfa capital, green shots capital, real time ventures",private equity,1000000.0,2017
744,2017-12-06,vista rooms,consumer internet,online rooms aggregation platform,mumbai,"artha india ventures, singularity holdings, rajan anandan, girish mathrubootham",seed funding,776000.0,2017
745,2017-12-06,coverfox,consumer internet,online insurance brokerage platform,mumbai,transamerica,private equity,15000000.0,2017
746,2015-01-01,hypertrack,technology,location tracking solutions,new delhi,"nexus venture partners, founders fund",private equity,1725000.0,2015
747,2015-01-01,goodera,technology,csr and sustainability management platform,bengaluru,"nexus venture partners, omidyar network",private equity,5500000.0,2015
748,2015-01-01,digit,technology,tech driven insurance platform,bengaluru,fairfax holdings,private equity,1725000.0,2015
749,2015-01-01,ola,consumer internet,cab aggregation app,bengaluru,tekne capital management llc,private equity,50000000.0,2015
